DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,GEO_PICT: Pacific Island Countries and territories,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,INCOME: Income,EDUCATION: Education level,OCCUPATION: Occupation,COMPOSITE_BREAKDOWN: Composite breakdown,DISABILITY: Disability,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,REPORTING_TYPE: Reporting type,NATURE: Nature,DATA_SOURCE: Data source,OBS_STATUS: Observation Status,OBS_COMMENT: Comment
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2017,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2018,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,99.42,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACC_HNDWSH: 4.a.1 Schools with basic handwashing facilities,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,86.26,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,121,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2007,76.8,INDEX: index,G: Global,C: Country Data,"UN Global Database, Primary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,NR: Nauru,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2016,100,INDEX: index,N: National,C: Country Data,"Nauru Ministry of Education, Primary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,42,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,53,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_H2O: 4.a.1 Schools with access to basic drinking water,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NR: Nauru,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,60,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PG: Papua New Guinea,M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,51,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PG: Papua New Guinea,M: Male,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,85,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,80.18,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,84.15,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,88.04,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NC: New Caledonia,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2012,76,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,82.3,PERCENT: percent,N: National,C: Country Data,Nauru Ministry of Education,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,84.3,PERCENT: percent,N: National,C: Country Data,Nauru Ministry of Education,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,NR: Nauru,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,TO: Tonga,_T: Total,Y15T999: 15+,_T: National,_T: Total,_T: All education levels,_T: All occupations,SKILL_LTRCY: Skill: Functional literacy,_T: No breakdown by disability,2018,99.41,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,91,INDEX: index,N: National,C: Country Data,"FSM, fedEMIS online, ANER one year before primary entry age",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,88,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,91,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,91,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,CK: Cook Islands,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,2341: Primary School Teachers,_Z: Not applicable,_T: No breakdown by disability,2014,88.7,PERCENT: percent,N: National,C: Country Data,"Cook Islands, Ministry of Education.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,98,INDEX: index,R: Regional,C: Country Data,"Cook Islands, Ministry of Education., CPI:GER:ECE",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,2: Lower secondary education,2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2020,98,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,PG: Papua New Guinea,_T: Total,_T: All ages,_T: National,_T: Total,02: Pre-primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,99,INDEX: index,N: National,C: Country Data,"PNG Ministry of Education, Education at a Glance 2016, CPI/GER Primary",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,TO: Tonga,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PG: Papua New Guinea,M: Male,_T: All ages,_T: National,_T: Total,1_g3: Primary education (Grade 3),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,85,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2012,41,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,47,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,71,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SPC_4_6_1: 4.6.1 Proportion of population in a given age group achieving at least a fixed level of proficiency in literacy and numeracy skills,NC: New Caledonia,F: Female,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,76,PERCENT: percent,N: National,C: Country Data,"Nouvelle-Cal�donie. Vice Rectorat, Donnees de l'education",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2017,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2018,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2019,64.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2012,98,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,96,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,_T: Total,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,98,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
